Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,Pedestrian Involved,Bicycle Involved,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition
22-092912,08/25/2022 08:00:00 PM,20,Houston St,,Chattanooga,Hamilton,Mccallie Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,,,35.046916,-85.304166,POINT (-85.304166 35.046916),"(35.046916, -85.304166)",Dark - Lighted
22-093019,08/26/2022 06:17:00 PM,18.5,6900 Shallowford Rd,,Chattanooga,Hamilton,Lee Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,45,1,Clear,Yes,No,No,No,35.044885,-85.162464,POINT (-85.162464 35.044885),"(35.044885, -85.162464)",Daylight
22-093246,08/27/2022 10:59:00 AM,11,6th Ave,,Chattanooga,Hamilton,E 34th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.0456459,-85.301529,POINT (-85.301529 35.0456459),"(35.0456459, -85.301529)",Daylight
22-094591,08/30/2022 05:35:00 PM,17.5,400 Palmetto Street,,Chattanooga,Hamilton,4th Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.049294,-85.299739,POINT (-85.299739 35.049294),"(35.049294, -85.299739)",Daylight
22-095740,09/02/2022 04:39:00 PM,16.5,1899 Riverfront Pkwy,,Chattanooga,Hamilton,W Main St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Clear,Yes,No,No,No,35.037793,-85.320923,POINT (-85.320923 35.037793),"(35.037793, -85.320923)",Daylight
22-097220,09/06/2022 02:00:00 PM,14,509 E Main St,,Chattanooga,Hamilton,Adams St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.033765,-85.301101,POINT (-85.301101 35.033765),"(35.033765, -85.301101)",Daylight
22-098470,09/09/2022 04:30:00 PM,16.5,901 Shallowford Rd,,Chattanooga,Hamilton,Gillespie Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,40,1,Clear,Yes,No,No,No,35.038014,-85.238957,POINT (-85.238957 35.038014),"(35.038014, -85.238957)",Daylight
22-101372,09/16/2022 12:00:00 AM,,700 Interstate 75 Southbound,I-75,Chattanooga,Hamilton,Bonny Oaks,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,55,1,Clear,Yes,No,,,35.0602946,-85.130719,POINT (-85.130719 35.0602946),"(35.0602946, -85.130719)",Dark - Not Lighted
22-101392,09/16/2022 11:55:00 PM,24,W Martin Luther King Blvd,,Chattanooga,Hamilton,Carter St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.045297,-85.312411,POINT (-85.312411 35.045297),"(35.045297, -85.312411)",Dark - Lighted
22-104314,09/24/2022 12:14:00 AM,24,,I-24,Chattanooga,Hamilton,Market St,179.6,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,55,1,Clear,Yes,No,No,Yes,35.025429,-85.302258,POINT (-85.302258 35.025429),"(35.025429, -85.302258)",Dark - Not Lighted
22-104461,09/24/2022 12:00:00 AM,,5901 Shallowford Road,SR-5900,Chattanooga,Hamilton,Jersey Pike,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,35,1,Clear,Yes,No,,,35.0236827,-85.158285,POINT (-85.158285 35.0236827),"(35.0236827, -85.158285)",Unknown
22-106879,09/30/2022 05:00:00 PM,17,Market St,,Chattanooga,Hamilton,W 3rd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight
22-108023,10/03/2022 05:17:00 PM,17.5,Dodds Ave,,Chattanooga,Hamilton,E 41st St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,Yes,34.9951965,-85.284396,POINT (-85.284396 34.9951965),"(34.9951965, -85.284396)",Daylight
22-110673,10/09/2022 08:30:00 PM,20.5,3569 Brainerd Road,SR-3569,Chattanooga,Hamilton,S Germantown Road,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,40,1,Clear,Yes,No,No,No,35.024158,-85.246468,POINT (-85.246468 35.024158),"(35.024158, -85.246468)",Dark - Lighted
22-111369,10/12/2022 12:42:00 PM,12.5,600-799 N Holtzclaw Ave,,Chattanooga,Hamilton,Cleveland Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.04654,-85.278419,POINT (-85.278419 35.04654),"(35.046540, -85.278419)",Daylight
22-115654,10/24/2022 02:00:00 AM,2,5440 Highway 153,SR-153,Chattanooga,Hamilton,Northpoint Blvd,,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,No,No,45,1,Clear,Yes,No,,,35.138778,-85.247194,POINT (-85.247194 35.138778),"(35.138778, -85.247194)",Dark - Lighted
22-115693,10/24/2022 07:57:00 AM,8,2337 Mccallie Ave,,Chattanooga,Hamilton,Lyerly,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,,,35.034586,-85.267198,POINT (-85.267198 35.034586),"(35.034586, -85.267198)",Daylight
22-116369,10/25/2022 08:13:00 PM,20,801 Oak St,SR-1,Chattanooga,Hamilton,Oak St,0,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.044657,-85.295307,POINT (-85.295307 35.044657),"(35.044657, -85.295307)",Dark - Lighted
22-118126,10/29/2022 10:30:00 AM,10.5,24 Station St,,Chattanooga,Hamilton,Non intersection,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,,,35.03661,-85.306148,POINT (-85.306148 35.03661),"(35.036610, -85.306148)",Daylight
22-119020,11/01/2022 07:37:00 PM,19.5,1 - 13 Frazier Ave,,Chattanooga,Hamilton,N Market St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.062644,-85.308526,POINT (-85.308526 35.062644),"(35.062644, -85.308526)",Dark - Lighted
22-121156,11/07/2022 11:10:00 AM,11,100 Tremont St,,Chattanooga,Hamilton,Frazier Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Cloudy,Yes,No,No,No,35.061791,-85.304515,POINT (-85.304515 35.061791),"(35.061791, -85.304515)",Daylight
22-121551,11/08/2022 01:35:00 PM,13.5,Rossville Blvd,,Chattanooga,Hamilton,E 50th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,55,1,Clear,Yes,No,No,No,34.9856233,-85.287237,POINT (-85.287237 34.9856233),"(34.9856233, -85.287237)",Daylight
22-123984,11/15/2022 05:56:00 AM,6,1030 E 11th St,,Chattanooga,Hamilton,Central Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Rain,Yes,No,No,No,35.037635,-85.293588,POINT (-85.293588 35.037635),"(35.037635, -85.293588)",Dark - Lighted
22-124281,11/15/2022 08:43:00 PM,20.5,4800 Rossville Blvd,,Chattanooga,Hamilton,E 48th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,34.9890995,-85.289099,POINT (-85.289099 34.9890995),"(34.9890995, -85.289099)",Dark - Lighted
22-124748,11/17/2022 03:47:00 AM,4,3709 Cummings Hwy,SR-3700,Chattanooga,Hamilton,Birmingham Hwy,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.018407,-85.379611,POINT (-85.379611 35.018407),"(35.018407, -85.379611)",Dark - Lighted
22-125250,11/18/2022 02:02:00 PM,14,2300 4th Ave,,Chattanooga,Hamilton,Interstate 24,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.017689,-85.280427,POINT (-85.280427 35.017689),"(35.017689, -85.280427)",Daylight
22-126401,11/21/2022 07:00:00 PM,19,2008 Gunbarrel Rd,,Chattanooga,Hamilton,Lifestyle Way,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,Yes,35.040787,-85.151908,POINT (-85.151908 35.040787),"(35.040787, -85.151908)",Dark - Lighted
22-127390,11/24/2022 05:57:00 PM,18,S Holtzclaw Ave,,Chattanooga,Hamilton,E Main St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.028961,-85.288147,POINT (-85.288147 35.028961),"(35.028961, -85.288147)",Dark - Not Lighted
22-130430,12/03/2022 05:57:00 AM,6,3800 Rossville Blvd,,Chattanooga,Hamilton,E 37th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,40,1,Rain,Yes,No,No,No,35.000005,-85.291416,POINT (-85.291416 35.000005),"(35.000005, -85.291416)",Dark - Lighted
22-130497,12/03/2022 11:56:00 AM,12,5529 Brainerd Rd,,Chattanooga,Hamilton,Spring Creek Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Rain,Yes,No,No,No,35.010735,-85.218195,POINT (-85.218195 35.010735),"(35.010735, -85.218195)",Daylight
22-130607,12/03/2022 06:02:00 PM,18,2000 S Kelley St,,Chattanooga,Hamilton,E 23rd Street,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,20,1,Clear,Yes,No,No,No,35.019573,-85.278848,POINT (-85.278848 35.019573),"(35.019573, -85.278848)",Dark - Lighted
22-130932,12/04/2022 04:07:00 PM,16,3800 Tennessee Ave,SR-1,Chattanooga,Hamilton,W 37th St,1,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Rain,Yes,No,No,No,35.009944,-85.326184,POINT (-85.326184 35.009944),"(35.009944, -85.326184)",Daylight
22-131322,12/05/2022 05:13:00 PM,17,540 McCallie Ave,,Chattanooga,Hamilton,Mccallie Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Rain,Yes,No,No,No,35.0403373,-85.300511,POINT (-85.300511 35.0403373),"(35.0403373, -85.300511)",Dark - Lighted
22-131735,12/06/2022 06:34:00 PM,18.5,Broad St,,Chattanooga,Hamilton,W 4th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Rain,Yes,No,No,No,35.052295,-85.310664,POINT (-85.310664 35.052295),"(35.052295, -85.310664)",Dusk
22-132105,12/07/2022 06:20:00 PM,18.5,5730 Brainerd Rd,,Chattanooga,Hamilton,Debra Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Rain,Yes,No,No,No,35.011425,-85.213038,POINT (-85.213038 35.011425),"(35.011425, -85.213038)",Dark - Lighted
22-132530,12/08/2022 06:22:00 PM,18.5,3222 Cummings Highway,US-41,Chattanooga,Hamilton,S Tulip Avenue,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,45,1,Rain,Yes,No,No,No,35.019037,-85.371242,POINT (-85.371242 35.019037),"(35.019037, -85.371242)",Dark - Lighted
22-133041,12/10/2022 12:29:00 AM,0.5,800 Chestnut St,,Chattanooga,Hamilton,8th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Fog,Yes,No,No,No,35.047055,-85.311612,POINT (-85.311612 35.047055),"(35.047055, -85.311612)",Dark - Lighted
22-133748,12/12/2022 05:57:00 AM,6,555 Signal Mountain Rd,,Chattanooga,Hamilton,Signal Mountain Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.094817,-85.329364,POINT (-85.329364 35.094817),"(35.094817, -85.329364)",Dark - Lighted
22-135177,12/15/2022 06:30:00 PM,18.5,1800 Farris Rd,,Chattanooga,Hamilton,Crane Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.024373,-85.161175,POINT (-85.161175 35.024373),"(35.024373, -85.161175)",Dark - Lighted
22-135638,12/16/2022 10:18:00 PM,22.5,E 3rd St,,Chattanooga,Hamilton,Palmetto,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,,,35.0815569,-85.262451,POINT (-85.262451 35.0815569),"(35.0815569, -85.262451)",Dark - Lighted
22-137506,12/22/2022 12:50:00 PM,13,1001 Broad St,,Chattanooga,Hamilton,10th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.04436,-85.310763,POINT (-85.310763 35.04436),"(35.044360, -85.310763)",Daylight
22-138040,12/23/2022 06:35:00 PM,18.5,2288 Gunbarrel Rd,,Chattanooga,Hamilton,Gunbarrel Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.037485,-85.149705,POINT (-85.149705 35.037485),"(35.037485, -85.149705)",Dark - Lighted
22-138277,12/24/2022 12:14:00 PM,12,5928 Hixson Pike,,Chattanooga,Hamilton,Cassandra Smith Road,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.147481,-85.20734,POINT (-85.20734 35.147481),"(35.147481, -85.207340)",Daylight
23-000992,01/03/2023 07:00:00 PM,19,2000 E 23rd St,,Chattanooga,Hamilton,S Kelly St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Rain,Yes,No,No,Yes,35.018022,-85.280782,POINT (-85.280782 35.018022),"(35.018022, -85.280782)",Dark - Lighted
23-001407,01/04/2023 08:35:00 PM,20.5,Birmingham Highway,US-11,Chattanooga,Hamilton,Cummings Road,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.008334,-85.390573,POINT (-85.390573 35.008334),"(35.008334, -85.390573)",Dark - Not Lighted
23-002976,01/09/2023 12:49:00 PM,13,670-699 Georgia Ave,,Chattanooga,Hamilton,Oak St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.00457,-85.227469,POINT (-85.227469 35.00457),"(35.004570, -85.227469)",Daylight
23-005880,01/17/2023 03:16:00 PM,15.5,2607 Glass St,,Chattanooga,Hamilton,N Chamberlain Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.066172,-85.247498,POINT (-85.247498 35.066172),"(35.066172, -85.247498)",Daylight
23-006460,01/19/2023 06:51:00 AM,7,600 E 10th St,,Chattanooga,Hamilton,Peeples St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Rain,Yes,No,No,No,35.041635,-85.300752,POINT (-85.300752 35.041635),"(35.041635, -85.300752)",Dark - Not Lighted
23-008820,01/25/2023 06:00:00 PM,18,E 11th St,,Chattanooga,Hamilton,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.0428324,-85.318653,POINT (-85.318653 35.0428324),"(35.0428324, -85.318653)",Dark - Lighted
23-008956,01/26/2023 05:58:00 AM,6,South Holtzclaw Ave,,Chattanooga,Hamilton,East Main,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Rain,Yes,No,No,No,35.029289,-85.288517,POINT (-85.288517 35.029289),"(35.029289, -85.288517)",Dusk
23-011510,02/02/2023 07:21:00 AM,7.5,E 3rd St,,Chattanooga,Hamilton,Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Rain,Yes,No,No,No,35.036828,-85.261088,POINT (-85.261088 35.036828),"(35.036828, -85.261088)",Dusk
23-011797,02/03/2023 01:22:00 AM,1.5,1900 Market St,,Chattanooga,Hamilton,E 20th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,Yes,35.0805729,-85.262169,POINT (-85.262169 35.0805729),"(35.0805729, -85.262169)",Dark - Lighted
23-011994,02/03/2023 03:05:00 PM,15,1400 Greenwood Rd,,Chattanooga,Hamilton,Wilcox Blvd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.050951,-85.242943,POINT (-85.242943 35.050951),"(35.050951, -85.242943)",Daylight
23-012470,02/04/2023 06:41:00 PM,18.5,5723 Hixson Pike,,Chattanooga,Hamilton,Middle Valley Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.15194,-85.21814,POINT (-85.21814 35.15194),"(35.151940, -85.218140)",Dark - Not Lighted
23-012859,02/06/2023 12:07:00 AM,24,1818 Chestnut St,,Chattanooga,Hamilton,20th Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,Yes,35.03538,-85.31456,POINT (-85.31456 35.03538),"(35.035380, -85.314560)",Dark - Lighted
23-016473,02/15/2023 07:19:00 PM,19.5,625 Georgia Ave,SR-1,Chattanooga,Hamilton,Lookout St.,0,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Rain,Yes,No,No,No,35.049294,-85.306908,POINT (-85.306908 35.049294),"(35.049294, -85.306908)",Dark - Lighted
23-018569,02/21/2023 01:36:00 PM,13.5,1500 E 23rd St,,Chattanooga,Hamilton,Watauga St.,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,40,1,Clear,Yes,No,No,No,35.0213,-85.289044,POINT (-85.289044 35.0213),"(35.021300, -85.289044)",Daylight
23-022310,03/03/2023 06:31:00 AM,6.5,5311 Highway 153,,Chattanooga,Hamilton,Hixson Pike,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Rain,Yes,No,No,Yes,35.128246,-85.243412,POINT (-85.243412 35.128246),"(35.128246, -85.243412)",Dark - Lighted
23-022542,03/03/2023 07:25:00 PM,19.5,3100 Brainerd Rd,,Chattanooga,Hamilton,S Seminole Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.027705,-85.255515,POINT (-85.255515 35.027705),"(35.027705, -85.255515)",Dark - Lighted
23-022549,03/03/2023 07:45:00 PM,20,Riverside Dr,,Chattanooga,Hamilton,Wilcox Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,50,1,Severe Cross-Winds,Yes,No,No,Yes,35.058124,-85.279715,POINT (-85.279715 35.058124),"(35.058124, -85.279715)",Dark - Lighted
23-023464,03/06/2023 09:00:00 AM,9,2700 E 34th St,,Chattanooga,Hamilton,Dodds Ave,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.001316,-85.282145,POINT (-85.282145 35.001316),"(35.001316, -85.282145)",Daylight
23-023625,03/06/2023 04:11:00 PM,16,Market St,,Chattanooga,Hamilton,E 20th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,40,1,Clear,Yes,No,No,No,35.031474,-85.308821,POINT (-85.308821 35.031474),"(35.031474, -85.308821)",Daylight
23-025726,03/12/2023 03:16:00 AM,3.5,,US-27,Chattanooga,Hamilton,Carter St,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,55,1,Rain,Yes,No,No,Yes,35.0328476,-85.318962,POINT (-85.318962 35.0328476),"(35.0328476, -85.318962)",Dark - Lighted
23-027066,03/15/2023 08:30:00 PM,20.5,Glenwood Pkwy,,Chattanooga,Hamilton,Glenwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.03345,-85.261491,POINT (-85.261491 35.03345),"(35.033450, -85.261491)",Daylight
23-029135,03/21/2023 04:30:00 PM,16.5,301 Cherokee Blvd,,Chattanooga,Hamilton,Manufacturers Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.064434,-85.311825,POINT (-85.311825 35.064434),"(35.064434, -85.311825)",Daylight
23-030080,03/24/2023 04:19:00 AM,4.5,24 WB interstate,,Chattanooga,Hamilton,Cummings Hwy,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,55,1,Clear,Yes,No,Yes,Yes,35.024104,-85.378093,POINT (-85.378093 35.024104),"(35.024104, -85.378093)",Dark - Not Lighted
23-030399,03/24/2023 08:12:00 PM,20,1099 Graysville Rd,,Chattanooga,Hamilton,E Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.003473,-85.149326,POINT (-85.149326 35.003473),"(35.003473, -85.149326)",Dark - Lighted
23-031538,03/27/2023 10:30:00 AM,10.5,1900 Jenkins Rd,,Chattanooga,Hamilton,East Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,45,1,Clear,Yes,No,No,No,35.020936,-85.141252,POINT (-85.141252 35.020936),"(35.020936, -85.141252)",Daylight
23-032522,03/29/2023 09:35:00 PM,21.5,7420 Bonny Oaks Dr,,Chattanooga,Hamilton,Lee Hwy,,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,No,No,45,2,Clear,Yes,No,No,No,35.060924,-85.136539,POINT (-85.136539 35.060924),"(35.060924, -85.136539)",Dark - Lighted
23-034840,04/04/2023 06:03:00 PM,18,300 Frazier Ave,,Chattanooga,Hamilton,Tremont St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.0813533,-85.262324,POINT (-85.262324 35.0813533),"(35.0813533, -85.262324)",Daylight
23-035396,04/05/2023 10:50:00 PM,23,1954 Jenkins Rd,,Chattanooga,Hamilton,Goodwin Rd.,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.024353,-85.139246,POINT (-85.139246 35.024353),"(35.024353, -85.139246)",Dark - Lighted
23-036021,04/07/2023 12:50:00 PM,13,1944 Northpoint Blvd,,Chattanooga,Hamilton,Northpoint Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Cloudy,Yes,No,No,No,35.137205,-85.243167,POINT (-85.243167 35.137205),"(35.137205, -85.243167)",Daylight
23-036793,04/09/2023 08:53:00 PM,21,402 Laverne Dr,,Chattanooga,Hamilton,Nelson Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,Yes,35.054227,-85.311035,POINT (-85.311035 35.054227),"(35.054227, -85.311035)",Dark - Not Lighted
23-036924,04/10/2023 08:10:00 AM,8,7660 Goodwin Rd,,Chattanooga,Hamilton,1998 Igou Crossing Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,Yes,Yes,35.05095,-85.13302,POINT (-85.13302 35.05095),"(35.050950, -85.133020)",Daylight
23-042272,04/23/2023 12:50:00 PM,13,2100 Garfield St,,Chattanooga,Hamilton,N Willow St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.040667,-85.268778,POINT (-85.268778 35.040667),"(35.040667, -85.268778)",Daylight
23-048993,05/10/2023 09:00:00 AM,9,1300 E 3rd St,,Chattanooga,Hamilton,N Highland Park Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.043072,-85.279331,POINT (-85.279331 35.043072),"(35.043072, -85.279331)",Daylight
23-050055,05/12/2023 06:06:00 PM,18,400 N Market St,,Chattanooga,Hamilton,Parking lot,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.065196,-85.308341,POINT (-85.308341 35.065196),"(35.065196, -85.308341)",Daylight
23-051352,05/15/2023 09:00:00 PM,21,7625 Standifer Gap Rd,,Chattanooga,Hamilton,Walker Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,45,1,Clear,Yes,No,No,No,35.02965,-85.148708,POINT (-85.148708 35.02965),"(35.029650, -85.148708)",Dark - Unknown Lighting
23-053389,05/20/2023 06:38:00 PM,18.5,300-398 Mccallie Ave,,Chattanooga,Hamilton,Houston St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,35.04763,-85.30644,POINT (-85.30644 35.04763),"(35.047630, -85.306440)",Daylight
23-054451,05/23/2023 12:57:00 PM,13,1600 E 23rd St,,Chattanooga,Hamilton,S Holly St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.020674,-85.288894,POINT (-85.288894 35.020674),"(35.020674, -85.288894)",Daylight
23-055074,05/24/2023 09:50:00 PM,22,5518 Brainerd Rd,,Chattanooga,Hamilton,Spring Creek Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,Yes,35.009528,-85.218556,POINT (-85.218556 35.009528),"(35.009528, -85.218556)",Dark - Lighted
23-055162,05/25/2023 05:30:00 AM,5.5,3200 Clio Ave,,Chattanooga,Hamilton,E 32nd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.007748,-85.292197,POINT (-85.292197 35.007748),"(35.007748, -85.292197)",Dawn
23-058623,06/02/2023 03:55:00 PM,16,865 E 3rd St,,Chattanooga,Hamilton,Collins St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.049753,-85.295057,POINT (-85.295057 35.049753),"(35.049753, -85.295057)",Daylight
23-058662,06/02/2023 05:10:00 PM,17,6925 Lee Hwy,,Chattanooga,Hamilton,Park Drive,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,20,1,Clear,Yes,No,No,No,35.04384,-85.164693,POINT (-85.164693 35.04384),"(35.043840, -85.164693)",Daylight
23-059264,06/04/2023 12:16:00 AM,0.5,,I-24,Chattanooga,Hamilton,4th Ave,181.2,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,No,No,55,1,Clear,Yes,No,No,Yes,35.014461,-85.273661,POINT (-85.273661 35.014461),"(35.0144610, -85.273661)",Dark - Lighted
23-059603,06/04/2023 06:00:00 PM,18,6101 Lee Hwy,,Chattanooga,Hamilton,Lee Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.030545,-85.189874,POINT (-85.189874 35.030545),"(35.030545, -85.189874)",Daylight
